,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status (Note),Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Date Of Registration
2981,21_01_2981,MGV,SCANIA,P410A6X4NA,Diesel,12742,TRACTOR,A,24,1,"> 500,000",2020,2021-01
2982,21_01_2982,MGV,HINO,500 SERIES GH8JS2A-UHH,Diesel,7685,PANTECHNICON(TL),E,16,2,"> 500,000",2020,2021-01
2983,21_01_2983,MGV,DONGFENG,KD,Diesel,8880,PLATFORM,E,24,2,"> 300,000 and <= 500,000",2018,2021-01
2984,21_01_2984,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,FIXED SIDE PLATFORM,E,9,2,"> 300,000 and <= 500,000",2020,2021-01
2985,21_01_2985,MGV,ISUZU,NQR75L-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020,2021-01
2986,21_01_2986,MGV,UD TRUCKS,CWB5CLNDFQA,Diesel,10836,TIPPER,E,24,2,"> 500,000",2020,2021-01
2987,21_01_2987,MGV,FOTON,AUMARK S 9T,Diesel,3760,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020,2021-01
2988,21_01_2988,MGV,ISUZU,CYZ52RX-7S-VI-C,Diesel,15681,TANKER,E,24,2,"> 500,000",2020,2021-01
2989,21_01_2989,MGV,ISUZU,CYZ52RX-7S-VI-C,Diesel,15681,TANKER,E,24,2,"> 500,000",2020,2021-01
2990,21_01_2990,MGV,UD TRUCKS,CWB5CLNDFQA,Diesel,10836,TIPPER,E,24,2,"> 500,000",2020,2021-01
2991,21_01_2991,MGV,DONGFENG,KD,Diesel,8880,PANTECHNICON(TL),E,24,2,"> 500,000",2018,2021-01
2992,21_01_2992,MGV,ISUZU,NQR75L-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020,2021-01
2993,21_01_2993,MGV,ISUZU,FVR34SC-VI-C,Diesel,7790,PANTECHNICON(TL),E,16,2,"> 500,000",2020,2021-01
2994,21_01_2994,MGV,ISUZU,EXZ52K-16S-VI-C,Diesel,15681,TRACTOR,A,24,2,"> 500,000",2020,2021-01
2995,21_01_2995,MGV,ISUZU,NQR75K-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020,2021-01
2996,21_01_2996,MGV,ISUZU,NQR75L-VI-C,Diesel,5193,PANTECHNICON(TL),E,9,2,"> 300,000 and <= 500,000",2020,2021-01
2997,21_01_2997,MGV,ISUZU,FVR34MC-VI-C,Diesel,7790,DROP SIDE P/FORM(TL),E,16,2,"> 500,000",2020,2021-01
2998,21_01_2998,MGV,ISUZU,CYZ52SX-7S-VI-C,Diesel,15681,PANTECHNICON(TL),E,24,2,"> 500,000",2020,2021-01
2999,21_01_2999,HGV,VOLVO,FM420 104R (WB4300) E6,Diesel,12777,TIPPER,E,38,1,"> 500,000",2020,2021-01
3000,21_01_3000,HGV,SINOTRUK,ZZ5387V32KHF1R,Diesel,12419,DROP SIDE PLATFORM,E,38,2,"> 500,000",2020,2021-01
3001,21_01_3001,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,DROP SIDE PLATFORM,E,30,2,"> 500,000",2020,2021-01
3002,21_01_3002,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,DROP SIDE PLATFORM,E,30,2,"> 500,000",2020,2021-01
3003,21_01_3003,HGV,VOLVO,FM420 104R (WB4300) E6,Diesel,12777,TIPPER,E,38,1,"> 500,000",2020,2021-01
3004,21_01_3004,HGV,ISUZU,CYH52TX-7S-VI-C-HD,Diesel,15681,DROP SIDE PLATFORM,E,38,2,"> 500,000",2020,2021-01
3005,21_01_3005,HGV,ISUZU,CYH52SD-7S-VI-C,Diesel,15681,TIPPER,E,30,2,"> 500,000",2020,2021-01
3006,21_01_3006,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,DROP SIDE PLATFORM,E,30,2,"> 500,000",2020,2021-01
3007,21_01_3007,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,LORRY CRANE,E,30,2,"> 500,000",2020,2021-01
3008,21_01_3008,HGV,SCANIA,P410B10X4*6NA,Diesel,12742,TIPPER,E,38,1,"> 500,000",2020,2021-01
3009,21_01_3009,HGV,VOLVO,FM420 104R (WB4300) E6,Diesel,12777,TIPPER,E,38,1,"> 500,000",2020,2021-01
3010,21_01_3010,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,LORRY CRANE,E,30,2,"> 500,000",2020,2021-01
3011,21_01_3011,HGV,ISUZU,CYH52SD-7S-VI-C,Diesel,15681,TIPPER,E,30,2,"> 500,000",2020,2021-01
3012,21_01_3012,HGV,VOLVO,FM420 104R (WB5100) E6,Diesel,12777,LORRY CRANE,E,38,1,"> 500,000",2017,2021-01
3013,21_01_3013,HGV,VOLVO,FM420 104R (WB4300) E6,Diesel,12777,TIPPER,E,38,1,"> 500,000",2020,2021-01
3014,21_01_3014,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,LORRY CRANE,E,30,2,"> 500,000",2020,2021-01
3015,21_01_3015,HGV,SCANIA,P410B10X4*6NA,Diesel,12742,TIPPER,E,38,1,"> 500,000",2020,2021-01
3016,21_01_3016,HGV,SINOTRUK,ZZ5387V26KHF1R,Diesel,12419,CONCRETE MIXER,E,38,1,"> 500,000",2020,2021-01
3017,21_01_3017,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,LORRY CRANE,E,30,2,"> 500,000",2020,2021-01
3018,21_01_3018,HGV,SCANIA,P410B10X4*6NA,Diesel,12742,TIPPER,E,38,1,"> 500,000",2020,2021-01
3019,21_01_3019,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,DROP SIDE PLATFORM,E,30,2,"> 500,000",2020,2021-01
3020,21_01_3020,HGV,ISUZU,CYH52SD-7S-VI-C,Diesel,15681,TIPPER,E,30,2,"> 500,000",2020,2021-01
3021,21_01_3021,HGV,VOLVO,FM420 104R (WB5100) E6,Diesel,12777,DROP SIDE PLATFORM,E,38,1,"> 500,000",2017,2021-01
3022,21_01_3022,HGV,ISUZU,CYH52TX-7S-VI-C,Diesel,15681,LORRY CRANE,E,30,2,"> 500,000",2020,2021-01
3023,21_01_3023,HGV,SCANIA,P410B10X4*6NA,Diesel,12742,TIPPER,E,38,1,"> 500,000",2020,2021-01
3024,21_01_3024,HGV,ISUZU,CYH52SD-7S-VI-C,Diesel,15681,TIPPER,E,30,2,"> 500,000",2020,2021-01
3025,21_01_3025,Motorcycle,DACHANGJIANG,VS125E,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3026,21_01_3026,Motorcycle,PIAGGIO,MP3 300 HPE SPORT,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3027,21_01_3027,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,2021-01
3028,21_01_3028,Motorcycle,YAMAHA,FORCE SP,Petrol,155,SOLO,B,-,1,"<= 150,000",2020,2021-01
3029,21_01_3029,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3030,21_01_3030,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3031,21_01_3031,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3032,21_01_3032,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2021,2021-01
3033,21_01_3033,Motorcycle,HONDA,CMX500A,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3034,21_01_3034,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3035,21_01_3035,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERSPORT HPE,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3036,21_01_3036,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3037,21_01_3037,Motorcycle,PIAGGIO,VESPA PRIMAVERA 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3038,21_01_3038,Motorcycle,YAMAHA,TMAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,2021-01
3039,21_01_3039,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,2021-01
3040,21_01_3040,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3041,21_01_3041,Motorcycle,YAMAHA,XMAX300,Petrol,292,SOLO,B,-,1,"<= 150,000",2020,2021-01
3042,21_01_3042,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3043,21_01_3043,Motorcycle,HONDA,CBR250RRA,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3044,21_01_3044,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3045,21_01_3045,Motorcycle,DAELIM,XQ250,Petrol,247,SOLO,A,-,1,"<= 150,000",2020,2021-01
3046,21_01_3046,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3047,21_01_3047,Motorcycle,PIAGGIO,VESPA SPRINT S 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3048,21_01_3048,Motorcycle,DACHANGJIANG,DR160S,Petrol,162,SOLO,A,-,1,"<= 150,000",2020,2021-01
3049,21_01_3049,Motorcycle,HARLEY-DAVIDSON,ROADSTER,Petrol,1202,SOLO,A,-,1,"<= 150,000",2018,2021-01
3050,21_01_3050,Motorcycle,SYM,TL 500 I (ABS),Petrol,465,SOLO,A,-,1,"<= 150,000",2021,2021-01
3051,21_01_3051,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3052,21_01_3052,Motorcycle,YAMAHA,CYGNUS-X ABS,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3053,21_01_3053,Motorcycle,HONDA,NSS 300,Petrol,279,SOLO,B,-,1,"<= 150,000",2020,2021-01
3054,21_01_3054,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3055,21_01_3055,Motorcycle,KAWASAKI,NINJA ZX-25R,Petrol,250,SOLO,A,-,1,"<= 150,000",2020,2021-01
3056,21_01_3056,Motorcycle,YAMAHA,BW'S X125,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,2021-01
3057,21_01_3057,Motorcycle,YAMAHA,XMAX300,Petrol,292,SOLO,B,-,1,"<= 150,000",2020,2021-01
3058,21_01_3058,Motorcycle,DACHANGJIANG,VS125E,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3059,21_01_3059,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3060,21_01_3060,Motorcycle,HONDA,CBR250RRA,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3061,21_01_3061,Motorcycle,HONDA,CBF300NA,Petrol,286,SOLO,A,-,1,"<= 150,000",2020,2021-01
3062,21_01_3062,Motorcycle,KAWASAKI,NINJA 400,Petrol,399,SOLO,B,-,1,"<= 150,000",2020,2021-01
3063,21_01_3063,Motorcycle,PIAGGIO,VESPA GTS300 RACING 60S,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3064,21_01_3064,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3065,21_01_3065,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3066,21_01_3066,Motorcycle,YAMAHA,CYGNUS-X S,Petrol,125,SOLO,B,-,-,"<= 150,000",2020,2021-01
3067,21_01_3067,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3068,21_01_3068,Motorcycle,KTM,390 DUKE,Petrol,373,SOLO,A,-,1,"<= 150,000",2020,2021-01
3069,21_01_3069,Motorcycle,YAMAHA,MT-07A,Petrol,689,SOLO,A,-,1,"<= 150,000",2020,2021-01
3070,21_01_3070,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3071,21_01_3071,Motorcycle,HARLEY-DAVIDSON,CVO SOFTAIL SPRINGER,Petrol,1802,SOLO,C2,-,1,"<= 150,000",2009,2021-01
3072,21_01_3072,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3073,21_01_3073,Motorcycle,YAMAHA,CYGNUS GRYPHUS,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,2021-01
3074,21_01_3074,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3075,21_01_3075,Motorcycle,SUZUKI,SV650,Petrol,645,SOLO,A,-,1,"<= 150,000",2020,2021-01
3076,21_01_3076,Motorcycle,ZNEN,VERACRUZ 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3077,21_01_3077,Motorcycle,HARLEY-DAVIDSON,SLIM,Petrol,1745,SOLO,A,-,1,"> 150,000 and <= 300,000",2020,2021-01
3078,21_01_3078,Motorcycle,HONDA,CRF1100D4,Petrol,1084,SOLO,A,-,1,"<= 150,000",2020,2021-01
3079,21_01_3079,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3080,21_01_3080,Motorcycle,HONDA,CBR250RRA,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3081,21_01_3081,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3082,21_01_3082,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3083,21_01_3083,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3084,21_01_3084,Motorcycle,HONDA,CT125,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,2021-01
3085,21_01_3085,Motorcycle,HONDA,MONKEY,Petrol,55,SOLO-L50,C2,-,-,"<= 150,000",1997,2021-01
3086,21_01_3086,Motorcycle,HONDA,PCX150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3087,21_01_3087,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3088,21_01_3088,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3089,21_01_3089,Motorcycle,HARLEY-DAVIDSON,STREET ROD,Petrol,749,SOLO,A,-,1,"<= 150,000",2018,2021-01
3090,21_01_3090,Motorcycle,LOMAX,223,Petrol,602,OTHERS,C2,-,1,"<= 150,000",1990,2021-01
3091,21_01_3091,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3092,21_01_3092,Motorcycle,PIAGGIO,VESPA SPRINT S 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3093,21_01_3093,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3094,21_01_3094,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3095,21_01_3095,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3096,21_01_3096,Motorcycle,LOMAX,223,Petrol,602,OTHERS,C2,-,1,"<= 150,000",1998,2021-01
3097,21_01_3097,Motorcycle,ZNEN,VERACRUZ 125,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3098,21_01_3098,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3099,21_01_3099,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3100,21_01_3100,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,2021-01
3101,21_01_3101,Motorcycle,PIAGGIO,MP3 300 HPE SPORT,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3102,21_01_3102,Motorcycle,HONDA,PCX150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3103,21_01_3103,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3104,21_01_3104,Motorcycle,YAMAHA,CYGNUS-X S,Petrol,125,SOLO,B,-,-,"<= 150,000",2020,2021-01
3105,21_01_3105,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,2021-01
3106,21_01_3106,Motorcycle,YAMAHA,XSR155,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3107,21_01_3107,Motorcycle,HONDA,ADV 150 ABS,Petrol,149,SOLO,B,-,1,"<= 150,000",2020,2021-01
3108,21_01_3108,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3109,21_01_3109,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3110,21_01_3110,Motorcycle,MOTO GUZZI,V7 III STONE S,Petrol,744,SOLO,A,-,1,"<= 150,000",2020,2021-01
3111,21_01_3111,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3112,21_01_3112,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3113,21_01_3113,Motorcycle,HONDA,MSX 125 GROM,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,2021-01
3114,21_01_3114,Motorcycle,HONDA,CT125,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,2021-01
3115,21_01_3115,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3116,21_01_3116,Motorcycle,PIAGGIO,MP3 300 HPE SPORT,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3117,21_01_3117,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3118,21_01_3118,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3119,21_01_3119,Motorcycle,YAMAHA,NMAX ABS 155,Petrol,155,SOLO,C2,-,1,"<= 150,000",2020,2021-01
3120,21_01_3120,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3121,21_01_3121,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3122,21_01_3122,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3123,21_01_3123,Motorcycle,HONDA,MSX125A,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3124,21_01_3124,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3125,21_01_3125,Motorcycle,HONDA,ZOOK,Petrol,55,SOLO-L50,C2,-,-,"<= 150,000",1990,2021-01
3126,21_01_3126,Motorcycle,HONDA,MSX125A,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3127,21_01_3127,Motorcycle,YAMAHA,CYGNUS-X S,Petrol,125,SOLO,B,-,-,"<= 150,000",2020,2021-01
3128,21_01_3128,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,2021-01
3129,21_01_3129,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3130,21_01_3130,Motorcycle,HONDA,NM4-02,Petrol,745,SOLO,C2,-,1,"<= 150,000",2019,2021-01
3131,21_01_3131,Motorcycle,TRIUMPH,STREET TRIPLE RS,Petrol,765,SOLO,C2,-,1,"<= 150,000",2019,2021-01
3132,21_01_3132,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3133,21_01_3133,Motorcycle,HONDA,NSS 250,Petrol,249,SOLO,C2,-,1,"<= 150,000",2015,2021-01
3134,21_01_3134,Motorcycle,KAWASAKI,Z1000,Petrol,1043,SOLO,A,-,1,"<= 150,000",2020,2021-01
3135,21_01_3135,Motorcycle,HONDA,SDH125T-37,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3136,21_01_3136,Motorcycle,YAMAHA,TRICITY 155,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3137,21_01_3137,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3138,21_01_3138,Motorcycle,YAMAHA,VINOORA,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,2021-01
3139,21_01_3139,Motorcycle,DUCATI,SCRAMBLER CR,Petrol,803,SOLO,A,-,1,"<= 150,000",2020,2021-01
3140,21_01_3140,Motorcycle,PIAGGIO,MEDLEY S 150,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3141,21_01_3141,Motorcycle,DUCATI,ZDM906SC2,Petrol,900,SOLO,D,-,1,"<= 150,000",1996,2021-01
3142,21_01_3142,Motorcycle,DACHANGJIANG,DF150,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3143,21_01_3143,Motorcycle,YAMAHA,YZF-R3A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3144,21_01_3144,Motorcycle,PIAGGIO,VESPA GTS 300 SUPERSPORT HPE,Petrol,278,SOLO,A,-,1,"<= 150,000",2020,2021-01
3145,21_01_3145,Motorcycle,HONDA,MSX 125 GROM ABS,Petrol,125,SOLO,B,-,1,"<= 150,000",2020,2021-01
3146,21_01_3146,Motorcycle,HONDA,CMX500A,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3147,21_01_3147,Motorcycle,MOTO GUZZI,V50 MONZA,Petrol,493,SOLO,D,-,1,"<= 150,000",1981,2021-01
3148,21_01_3148,Motorcycle,HONDA,CBF300NA,Petrol,286,SOLO,A,-,1,"<= 150,000",2020,2021-01
3149,21_01_3149,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3150,21_01_3150,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,2021-01
3151,21_01_3151,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,2021-01
3152,21_01_3152,Motorcycle,TRIUMPH,THRUXTON RS,Petrol,1200,SOLO,A,-,1,"<= 150,000",2020,2021-01
3153,21_01_3153,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3154,21_01_3154,Motorcycle,KYMCO,NEW GRAND DINK 250I ABS E4,Petrol,249,SOLO,A,-,1,"<= 150,000",2020,2021-01
3155,21_01_3155,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3156,21_01_3156,Motorcycle,HONDA,NSS 350,Petrol,330,SOLO,B,-,1,"<= 150,000",2020,2021-01
3157,21_01_3157,Motorcycle,YAMAHA,FORCE,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3158,21_01_3158,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3159,21_01_3159,Motorcycle,YAMAHA,SMAX ABS,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3160,21_01_3160,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3161,21_01_3161,Motorcycle,HONDA,CMX500A,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3162,21_01_3162,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3163,21_01_3163,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3164,21_01_3164,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,2021-01
3165,21_01_3165,Motorcycle,YAMAHA,MT-03A,Petrol,321,SOLO,A,-,1,"<= 150,000",2020,2021-01
3166,21_01_3166,Motorcycle,DACHANGJIANG,VS125E,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3167,21_01_3167,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,2021-01
3168,21_01_3168,Motorcycle,YAMAHA,SR400-4,Petrol,399,SOLO,C2,-,1,"<= 150,000",2015,2021-01
3169,21_01_3169,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3170,21_01_3170,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3171,21_01_3171,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3172,21_01_3172,Motorcycle,HONDA,ADV150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3173,21_01_3173,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,2021-01
3174,21_01_3174,Motorcycle,YAMAHA,MT-07A,Petrol,689,SOLO,A,-,1,"<= 150,000",2020,2021-01
3175,21_01_3175,Motorcycle,HONDA,CMX500A2,Petrol,471,SOLO,A,-,1,"<= 150,000",2020,2021-01
3176,21_01_3176,Motorcycle,SYM,JET 180 I (ABS),Petrol,169,SOLO,A,-,1,"<= 150,000",2020,2021-01
3177,21_01_3177,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3178,21_01_3178,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3179,21_01_3179,Motorcycle,HONDA,CB125F,Petrol,125,SOLO,A,-,1,"<= 150,000",2020,2021-01
3180,21_01_3180,Motorcycle,HONDA,SHADOW750,Petrol,749,SOLO,C2,-,1,"<= 150,000",2007,2021-01
3181,21_01_3181,Motorcycle,HONDA,NSS300A,Petrol,279,SOLO,A,-,1,"<= 150,000",2020,2021-01
3182,21_01_3182,Motorcycle,HONDA,PCX150A,Petrol,149,SOLO,A,-,1,"<= 150,000",2020,2021-01
3183,21_01_3183,Motorcycle,YAMAHA,NMAX,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
3184,21_01_3184,Motorcycle,YAMAHA,TMAX TECH MAX,Petrol,562,SOLO,A,-,1,"<= 150,000",2020,2021-01
3185,21_01_3185,Motorcycle,YAMAHA,TRICITY 155,Petrol,155,SOLO,A,-,1,"<= 150,000",2020,2021-01
